trip_distance,trip_duration,passenger_count,pickup_hour,is_weekend,traffic_condition,weather_condition,fare_amount
16.77,23.69,3.0,20,0,Low,Clear,44.56
2.23,5.12,2.0,15,1,Medium,Rainy,13.59
6.4,8.78,1.0,12,0,Low,Clear,14.43
1.71,10.58,1.0,21,0,High,Cloudy,10.65
0.86,10.58,2.0,3,0,Medium,Clear,9.03
19.36,32.22,1.0,3,1,Low,Cloudy,51.22
13.74,22.11,1.0,20,1,Medium,Rainy,53.58
11.42,22.43,1.0,13,0,Medium,Cloudy,40.71
0.5,1.0,2.0,4,0,Very High,Cloudy,10.82
14.85,31.39,1.0,15,0,Medium,Clear,49.98
4.61,6.37,1.0,13,0,Low,Cloudy,13.53
3.35,5.55,1.0,13,0,Medium,Cloudy,12.95
6.33,15.01,2.0,13,0,Medium,Clear,24.29
0.77,3.2,1.0,23,1,Medium,Clear,8.44
11.31,22.31,1.0,13,0,Medium,Clear,37.81
6.99,17.86,1.0,18,0,High,Clear,33.83
1.65,2.54,1.0,2,1,Very High,Cloudy,15.15
1.67,3.99,1.0,16,1,Low,Cloudy,5.89
1.63,3.39,2.0,13,1,High,Clear,8.92
0.5,2.15,2.0,9,0,Very High,Clear,10.86
7.09,14.26,2.0,12,1,Medium,Cloudy,27.07
14.68,19.8,1.0,21,0,Low,Rainy,38.82
0.5,2.35,1.0,3,1,High,Clear,7.8
0.5,1.0,5.0,10,0,High,Cloudy,8.43
6.8,7.72,1.0,14,1,Low,Rainy,18.62
13.7,25.39,2.0,14,0,Medium,Clear,43.71
3.16,5.97,4.0,23,0,Medium,Clear,15.69
3.44,6.35,1.0,1,1,Low,Foggy,13.25
7.26,12.1,1.0,10,1,High,Clear,30.77
2.56,6.73,1.0,1,0,High,Cloudy,17.23
0.5,1.0,1.0,22,1,High,Cloudy,8.89
10.63,10.58,1.0,4,0,Medium,Clear,39.17
7.86,14.73,2.0,12,0,Medium,Clear,27.11
6.95,12.36,2.0,0,0,Medium,Clear,25.03
10.83,19.95,1.0,6,0,Medium,Rainy,40.92
9.0,21.59,3.0,6,0,High,Clear,40.29
1.84,6.09,2.0,9,1,High,Cloudy,16.9
3.48,6.31,1.0,5,0,High,Cloudy,18.84
1.08,1.82,1.0,19,0,High,Clear,10.6
1.11,5.02,1.0,11,1,Medium,Cloudy,6.28
9.02,12.81,1.0,12,1,Low,Clear,24.16
7.92,19.14,3.0,17,0,Very High,Cloudy,49.58
1.63,1.0,1.0,1,0,Medium,Clear,8.13
0.89,1.0,1.0,15,0,Low,Rainy,4.13
13.41,33.26,3.0,1,0,High,Cloudy,64.34
6.92,18.39,2.0,18,1,High,Cloudy,36.74
7.7,14.05,2.0,5,0,High,Foggy,38.7
12.17,17.17,1.0,0,0,Low,Snowy,38.28
9.72,23.99,2.0,10,1,High,Cloudy,46.23
14.39,26.77,2.0,17,0,Medium,Clear,49.24
0.5,3.95,5.0,9,0,Medium,Rainy,12.2
11.01,32.73,1.0,17,1,Very High,Clear,70.22
15.22,34.85,1.0,0,1,High,Cloudy,67.56
2.7,3.69,1.0,18,0,Low,Cloudy,10.86
8.18,15.22,2.0,15,0,Medium,Clear,33.72
3.02,3.97,1.0,6,1,Medium,Snowy,13.13
0.5,10.58,1.0,0,0,Medium,Cloudy,8.74
6.94,17.04,1.0,22,0,High,Cloudy,33.48
1.46,3.88,1.0,20,0,High,Clear,10.69
9.96,12.9,5.0,8,1,Low,Rainy,33.29
1.55,10.58,2.0,1,0,Low,Rainy,8.62
2.15,4.29,1.0,16,1,Medium,Clear,11.13
5.46,16.7,1.0,23,1,High,Clear,29.21
19.71,34.37,1.0,9,1,Medium,Clear,65.06
1.9,2.97,2.0,5,1,High,Cloudy,15.15
1.25,1.0,1.0,4,1,Medium,Clear,8.85
11.38,26.02,6.0,7,0,High,Clear,54.62
5.56,4.86,2.0,7,0,Low,Clear,14.09
19.42,31.5,1.0,4,1,Low,Foggy,54.87
1.27,5.14,3.0,11,0,High,Rainy,11.44
8.31,19.0,2.0,6,0,High,Cloudy,37.76
2.12,1.95,1.0,12,0,Medium,Clear,9.52
1.36,1.0,1.0,12,0,Medium,Clear,5.61
9.2,15.84,2.0,16,1,Medium,Clear,31.43
7.21,12.07,1.0,3,1,Low,Cloudy,23.3
11.25,24.58,1.0,17,0,High,Rainy,58.09
2.96,9.37,1.0,9,1,Medium,Clear,15.88
4.75,11.89,1.0,2,0,Medium,Clear,20.2
4.16,7.8,1.0,11,1,Medium,Clear,16.36
2.77,4.06,2.0,10,1,Medium,Foggy,14.86
2.79,8.43,2.0,17,0,Medium,Rainy,15.76
3.5,10.58,2.0,12,0,Medium,Cloudy,13.54
6.65,17.33,2.0,16,1,High,Clear,32.16
2.33,4.41,6.0,7,0,Medium,Rainy,15.92
19.75,31.05,1.0,19,1,Low,Clear,50.24
2.47,5.4,2.0,18,0,Very High,Clear,22.07
18.09,33.25,1.0,16,0,Medium,Clear,59.17
0.87,1.26,4.0,1,0,Low,Clear,6.89
8.55,10.58,4.0,2,0,High,Clear,39.35
1.48,1.25,1.0,5,1,Medium,Clear,9.46
4.82,9.95,1.0,23,1,Low,Rainy,18.9
9.04,16.74,1.0,17,0,Low,Clear,27.91
2.87,1.56,1.0,17,0,Medium,Cloudy,12.63
1.67,3.53,1.0,13,0,Medium,Rainy,11.62
2.9,5.62,1.0,15,1,Medium,Clear,12.6
0.78,1.0,4.0,6,0,Medium,Rainy,6.58
1.24,2.97,1.0,0,0,Medium,Cloudy,8.53
0.88,1.01,1.0,16,0,Medium,Snowy,6.96
4.4,6.92,2.0,22,0,Low,Rainy,15.4
12.7,30.62,2.0,4,0,Medium,Clear,45.12
1.22,2.46,1.0,0,0,Low,Clear,6.82
1.12,3.32,3.0,20,0,High,Clear,13.3
8.25,20.82,2.0,16,1,High,Clear,38.11
1.76,4.45,4.0,9,1,High,Rainy,15.66
0.82,1.0,4.0,11,0,Medium,Foggy,5.47
1.46,1.0,1.0,19,0,Medium,Snowy,13.91
13.78,25.3,3.0,22,1,Medium,Clear,45.17
3.5,1.32,5.0,15,1,Low,Cloudy,9.92
8.53,27.57,4.0,14,1,Very High,Clear,51.78
6.16,9.45,1.0,12,0,Low,Clear,16.03
9.04,19.83,1.0,17,1,Medium,Rainy,38.87
9.18,12.75,1.0,19,1,Medium,Rainy,34.99
7.93,21.35,4.0,21,0,High,Foggy,39.97
2.48,10.58,2.0,13,0,Very High,Cloudy,17.99
0.5,3.94,1.0,17,0,Very High,Cloudy,11.42
4.86,9.54,1.0,1,0,Medium,Rainy,19.94
6.74,11.02,1.0,2,0,Low,Rainy,23.39
14.29,25.94,1.0,4,0,Medium,Clear,48.94
1.43,1.96,2.0,21,0,Medium,Rainy,7.84
9.42,11.19,1.0,14,1,Low,Clear,26.99
8.97,12.49,1.0,11,0,Low,Rainy,26.01
9.28,18.32,1.0,20,1,Medium,Clear,39.22
2.23,4.2,1.0,15,1,Medium,Rainy,10.93
12.82,24.53,2.0,10,0,Medium,Snowy,51.26
0.91,2.76,2.0,5,0,Low,Clear,6.12
12.14,27.75,1.0,9,0,High,Cloudy,58.13
3.86,7.85,4.0,15,0,Medium,Cloudy,14.23
7.97,9.1,5.0,2,0,Medium,Rainy,34.68
4.5,8.22,1.0,1,1,Medium,Clear,17.78
4.61,12.25,1.0,15,1,High,Rainy,22.96
2.97,10.56,1.0,18,1,Very High,Rainy,28.72
11.49,16.18,1.0,8,0,Low,Rainy,33.17
1.54,3.59,2.0,3,0,Low,Clear,8.56
10.7,28.91,4.0,18,0,High,Clear,51.3
2.33,1.55,2.0,12,0,Medium,Cloudy,8.88
0.56,1.73,2.0,17,1,Medium,Snowy,9.98
2.5,9.14,6.0,14,0,High,Cloudy,17.09
19.46,29.6,2.0,3,1,Low,Rainy,53.06
8.02,15.46,4.0,8,1,High,Foggy,41.5
10.21,20.86,1.0,3,1,Low,Clear,29.0
2.38,9.94,1.0,15,0,Very High,Clear,18.74
10.17,14.8,1.0,20,0,Low,Clear,28.13
0.5,2.8,1.0,14,1,High,Cloudy,7.0
3.76,10.58,1.0,23,1,Low,Clear,14.52
7.88,16.06,2.0,1,0,Medium,Rainy,31.83
1.26,1.0,1.0,13,0,Medium,Clear,9.11
13.85,21.42,1.0,2,0,Low,Clear,34.73
2.14,6.93,1.0,21,1,Medium,Clear,10.51
8.45,16.85,2.0,22,0,Medium,Cloudy,31.28
4.16,8.59,1.0,3,0,Medium,Foggy,19.63
7.25,12.52,5.0,0,0,Medium,Snowy,33.67
0.91,1.0,1.0,22,0,High,Foggy,10.22
0.5,1.0,6.0,8,1,Low,Clear,7.06
19.22,10.58,1.0,16,0,Low,Cloudy,50.71
2.51,4.26,2.0,13,0,Medium,Clear,10.82
13.7,29.17,1.0,16,0,High,Clear,59.59
1.9,2.39,3.0,9,0,Medium,Clear,8.32
2.46,4.0,3.0,22,0,High,Clear,15.39
8.7,19.24,1.0,15,0,High,Clear,38.98
19.8,30.62,1.0,23,0,Low,Rainy,56.39
5.59,8.73,1.0,2,1,Medium,Clear,22.69
12.68,21.04,1.0,11,0,Low,Foggy,36.11
1.17,3.16,1.0,2,0,Medium,Foggy,9.34
1.43,1.3,1.0,17,0,Low,Clear,6.05
2.85,6.76,2.0,6,0,High,Clear,14.53
0.84,4.61,6.0,18,0,Medium,Cloudy,12.21
2.54,3.9,2.0,6,0,Medium,Foggy,9.31
3.8,5.73,1.0,7,0,Medium,Clear,15.23
0.74,2.45,3.0,20,0,Medium,Cloudy,9.71
3.35,8.34,5.0,15,1,High,Cloudy,18.57
7.95,10.27,1.0,18,1,Low,Clear,21.98
4.31,11.4,4.0,14,0,High,Rainy,26.87
1.46,6.69,5.0,6,1,Very High,Clear,16.25
13.76,25.55,2.0,22,1,Medium,Rainy,53.35
2.64,6.52,3.0,10,0,High,Clear,14.24
0.58,1.0,1.0,9,0,Low,Rainy,6.59
0.5,1.29,1.0,20,0,Medium,Clear,7.32
1.03,3.74,2.0,22,0,High,Snowy,12.77
6.95,12.8,1.0,8,1,Medium,Rainy,31.15
5.49,10.83,6.0,19,0,Medium,Rainy,26.98
14.81,26.97,2.0,0,0,Medium,Clear,50.98
4.72,8.15,4.0,7,0,Medium,Cloudy,21.04
9.86,21.13,3.0,2,0,High,Clear,42.04
10.53,24.4,2.0,1,0,High,Clear,49.41
1.53,3.76,3.0,3,0,Medium,Snowy,12.63
3.59,9.69,1.0,18,0,Very High,Clear,25.77
8.11,21.57,2.0,10,0,Very High,Cloudy,46.09
0.59,1.0,2.0,4,0,Low,Clear,5.92
3.59,7.53,2.0,23,0,Medium,Cloudy,18.84
6.12,11.73,1.0,9,0,Medium,Clear,24.08
5.15,8.34,1.0,22,1,Medium,Clear,23.01
13.55,25.11,2.0,7,1,Medium,Clear,48.17
4.53,8.35,5.0,12,1,Low,Foggy,14.29
12.73,17.71,5.0,4,0,Low,Foggy,35.99
7.24,14.72,1.0,11,1,Low,Rainy,25.78
17.41,26.12,1.0,12,0,Low,Clear,42.18
4.23,9.05,1.0,21,0,Medium,Clear,15.96
7.42,13.95,1.0,7,0,Medium,Cloudy,30.08
7.95,24.69,3.0,14,1,Very High,Snowy,57.71
4.32,4.35,4.0,12,1,Low,Clear,12.68
1.25,6.71,1.0,0,0,Very High,Clear,16.68
0.79,1.65,1.0,21,0,Low,Clear,4.87
0.5,2.25,1.0,5,0,Medium,Clear,8.56
16.54,23.33,1.0,10,1,Low,Foggy,42.14
2.16,5.7,3.0,12,1,High,Snowy,15.73
1.9,1.0,2.0,20,0,Low,Snowy,9.23
10.66,32.73,3.0,19,0,Very High,Clear,68.74
3.09,2.06,2.0,0,0,Low,Cloudy,10.38
5.64,8.77,1.0,10,1,Low,Cloudy,18.5
1.42,1.89,1.0,10,1,Medium,Clear,6.64
15.95,30.81,3.0,2,1,Medium,Clear,53.22
4.18,7.93,3.0,18,0,High,Clear,24.75
11.5,25.4,1.0,11,1,High,Clear,49.77
1.24,3.07,3.0,5,0,Medium,Foggy,10.36
0.5,2.99,1.0,22,1,High,Rainy,10.98
0.5,2.07,1.0,7,1,Low,Rainy,6.77
7.07,13.16,1.0,4,0,Medium,Clear,25.69
4.86,11.73,1.0,9,1,High,Cloudy,27.82
5.84,11.19,3.0,21,0,Medium,Clear,18.75
0.5,1.0,2.0,15,1,High,Cloudy,4.41
4.39,10.77,1.0,11,1,High,Cloudy,22.46
10.13,21.46,1.0,16,0,High,Rainy,50.89
4.68,8.25,1.0,5,0,Low,Clear,17.13
10.54,16.08,1.0,8,0,Low,Clear,30.28
2.12,1.0,1.0,9,1,Low,Foggy,7.51
7.1,9.61,1.0,13,0,Low,Cloudy,18.17
1.89,2.33,3.0,13,1,Medium,Clear,8.32
2.16,5.96,1.0,16,0,Medium,Cloudy,12.06
7.91,11.54,1.0,15,0,Low,Cloudy,22.19
14.17,27.76,1.0,3,0,Medium,Rainy,56.45
4.3,10.58,2.0,1,0,Low,Rainy,13.47
2.39,6.09,1.0,15,0,Medium,Clear,9.94
8.85,21.39,1.0,2,0,High,Clear,44.32
4.75,10.69,1.0,22,1,High,Clear,25.23
5.35,13.29,5.0,10,0,Medium,Clear,22.2
1.83,8.0,1.0,15,0,High,Clear,14.73
7.89,18.08,3.0,17,0,Very High,Rainy,53.9
3.55,11.97,1.0,14,1,Very High,Cloudy,26.32
5.23,13.18,1.0,11,1,High,Cloudy,27.76
5.32,4.42,1.0,17,1,Low,Snowy,18.51
6.67,13.31,3.0,4,0,Medium,Foggy,26.23
19.89,35.62,4.0,23,0,Medium,Rainy,72.24
12.91,29.1,1.0,7,1,High,Clear,58.06
4.8,8.14,1.0,2,1,Medium,Clear,21.13
10.15,13.76,1.0,1,0,Low,Cloudy,27.06
7.06,15.0,2.0,18,1,High,Clear,35.27
5.42,9.37,1.0,7,1,Medium,Clear,19.39
1.71,2.26,1.0,1,1,Low,Clear,8.99
4.99,10.0,2.0,18,1,Medium,Clear,20.28
2.26,7.96,1.0,0,0,Medium,Cloudy,14.44
19.71,27.67,1.0,21,0,Low,Cloudy,49.56
3.27,5.16,1.0,12,0,Low,Rainy,12.17
6.09,12.74,1.0,19,1,High,Clear,33.17
7.99,7.47,4.0,16,0,Low,Cloudy,20.33
6.26,7.92,1.0,2,0,Medium,Snowy,29.76
1.11,1.0,1.0,8,0,Medium,Clear,9.33
3.77,10.15,3.0,4,1,Medium,Cloudy,18.79
0.84,2.8,1.0,5,0,Medium,Clear,9.18
7.8,13.21,1.0,3,0,Low,Clear,22.9
4.74,10.85,1.0,16,0,Medium,Clear,19.08
12.04,16.91,1.0,20,0,Low,Cloudy,33.47
1.99,8.34,2.0,20,1,Medium,Cloudy,14.46
1.44,4.77,1.0,20,1,Very High,Clear,19.19
4.17,11.74,2.0,15,0,Very High,Cloudy,30.35
9.91,29.58,2.0,21,0,Very High,Clear,59.82
4.34,10.58,3.0,10,1,Low,Clear,14.97
5.83,16.34,2.0,1,0,High,Clear,36.4
0.7,1.0,1.0,16,1,Medium,Clear,5.79
8.78,18.6,1.0,17,0,High,Clear,42.25
2.69,1.79,3.0,9,0,Medium,Cloudy,11.97
7.05,14.89,3.0,5,0,Medium,Rainy,30.58
0.93,3.66,1.0,20,1,Medium,Rainy,9.0
1.54,2.95,2.0,4,0,Very High,Clear,15.35
8.35,19.53,1.0,11,1,High,Foggy,41.63
2.25,3.68,1.0,5,0,Low,Clear,8.41
10.11,23.05,1.0,13,1,Medium,Clear,37.11
12.0,16.75,2.0,22,0,Low,Cloudy,32.97
8.95,25.16,1.0,15,0,Very High,Cloudy,56.33
7.63,23.05,1.0,6,1,Very High,Clear,47.14
17.84,32.75,6.0,1,0,Medium,Foggy,64.86
0.66,1.0,2.0,5,0,High,Cloudy,7.22
3.21,6.29,1.0,8,1,High,Cloudy,20.19
2.28,3.89,1.0,6,0,Low,Clear,6.73
3.95,8.77,5.0,18,1,Medium,Foggy,20.01
10.55,16.54,4.0,7,0,Low,Clear,32.1
9.23,11.48,2.0,10,1,Medium,Cloudy,31.53
1.91,1.0,1.0,3,0,Medium,Clear,8.87
2.18,3.09,1.0,15,0,Medium,Rainy,10.0
2.64,8.1,1.0,17,1,High,Cloudy,17.58
4.24,8.55,1.0,12,1,High,Clear,18.3
2.14,5.72,1.0,4,1,High,Cloudy,15.4
0.5,2.13,2.0,1,1,Medium,Cloudy,7.52
16.92,32.81,1.0,10,0,Medium,Snowy,65.28
3.34,3.97,2.0,12,0,Medium,Clear,10.13
3.31,3.58,1.0,4,0,Medium,Clear,14.19
0.5,7.37,3.0,17,0,Very High,Cloudy,16.74
9.12,26.9,1.0,13,1,Very High,Cloudy,53.73
13.96,24.62,1.0,12,0,Low,Clear,35.47
1.27,1.29,1.0,6,1,High,Cloudy,9.66
1.39,5.73,6.0,7,1,High,Rainy,17.12
12.49,34.64,2.0,17,0,Very High,Clear,74.18
7.66,14.3,1.0,6,0,Medium,Rainy,30.27
0.5,1.0,1.0,19,0,High,Clear,8.38
7.79,12.85,2.0,16,0,Medium,Clear,25.34
2.96,2.71,1.0,15,1,Low,Clear,9.15
3.68,5.44,6.0,10,0,Low,Cloudy,10.73
11.75,16.45,5.0,18,1,Low,Snowy,36.95
13.33,25.25,2.0,0,1,Medium,Rainy,50.73
4.09,10.58,5.0,20,0,Medium,Clear,19.55
4.17,8.78,1.0,0,0,High,Cloudy,22.71
11.82,36.96,1.0,8,0,Very High,Clear,74.55
5.29,9.82,1.0,18,0,Medium,Rainy,26.1
0.73,1.0,4.0,20,1,Medium,Clear,9.94
13.97,31.08,1.0,23,0,High,Clear,61.75
12.54,19.22,1.0,22,0,Low,Clear,35.22
1.79,2.69,1.0,10,0,High,Cloudy,9.51
13.08,31.96,1.0,0,0,High,Cloudy,62.02
2.73,9.46,1.0,7,0,Very High,Clear,25.81
0.5,1.0,3.0,11,0,High,Cloudy,5.91
1.3,2.23,1.0,0,1,Very High,Clear,12.27
6.17,16.93,1.0,9,0,Very High,Clear,39.15
6.86,15.97,3.0,3,1,High,Clear,31.73
8.29,19.94,1.0,14,0,High,Foggy,40.65
0.5,1.64,1.0,18,0,Low,Clear,6.55
0.5,1.0,5.0,4,0,Medium,Foggy,8.72
1.24,1.15,4.0,4,0,Medium,Foggy,8.44
0.5,1.97,1.0,17,1,Medium,Cloudy,9.02
6.69,11.24,1.0,2,0,Medium,Snowy,30.84
8.77,21.58,5.0,1,0,High,Clear,44.17
13.84,35.25,1.0,3,0,High,Foggy,68.49
0.5,1.0,1.0,17,0,Medium,Cloudy,9.74
6.25,13.88,4.0,8,0,High,Clear,32.91
4.92,9.4,5.0,18,1,Very High,Rainy,37.43
5.53,8.48,2.0,9,1,Medium,Cloudy,22.22
0.6,1.0,1.0,21,1,Medium,Foggy,4.84
9.23,18.32,1.0,14,0,Medium,Rainy,35.38
5.6,19.57,3.0,0,0,Very High,Clear,40.06
11.59,22.89,2.0,10,1,Medium,Clear,37.17
5.31,17.12,1.0,13,0,Very High,Rainy,38.11
1.29,1.0,1.0,9,1,Medium,Cloudy,9.08
8.36,10.14,4.0,18,0,Low,Clear,23.09
1.51,1.78,1.0,23,1,Low,Clear,7.55
16.47,29.63,2.0,20,1,Medium,Clear,55.68
7.6,12.53,1.0,15,1,Medium,Cloudy,26.96
1.37,3.01,1.0,7,0,Medium,Clear,9.86
5.84,12.6,1.0,22,0,Medium,Cloudy,25.15
0.61,10.58,2.0,6,1,High,Clear,8.81
7.89,18.25,1.0,18,1,High,Clear,39.73
2.34,5.64,1.0,6,0,High,Foggy,13.65
13.02,36.17,3.0,14,0,Very High,Cloudy,75.34
13.62,28.07,1.0,7,0,Medium,Clear,47.94
5.58,13.03,1.0,0,0,Medium,Clear,24.57
4.86,8.42,1.0,12,0,Medium,Cloudy,17.89
11.2,22.84,4.0,2,0,Medium,Clear,39.51
1.14,3.65,1.0,20,0,Very High,Rainy,17.28
6.33,16.42,3.0,5,1,High,Clear,31.79
6.32,9.24,1.0,18,0,Low,Clear,18.06
0.75,1.88,5.0,14,0,Medium,Cloudy,7.55
4.33,12.26,4.0,3,0,High,Rainy,25.77
15.51,25.93,3.0,2,0,Low,Rainy,46.94
0.84,2.28,1.0,3,0,Medium,Clear,5.69
0.76,1.0,1.0,4,0,Very High,Rainy,10.05
2.44,6.24,1.0,17,0,Very High,Cloudy,19.95
16.62,32.94,2.0,9,1,Medium,Clear,54.15
1.1,1.0,1.0,7,1,Low,Foggy,9.65
10.18,20.67,2.0,11,1,Medium,Rainy,39.43
0.85,1.24,1.0,21,1,High,Snowy,7.5
7.81,12.06,1.0,2,0,Medium,Cloudy,27.14
3.52,10.45,2.0,17,0,Very High,Cloudy,31.01
12.44,21.92,1.0,22,1,Medium,Rainy,48.48
2.13,2.85,2.0,7,0,Medium,Clear,11.51
8.16,17.72,2.0,0,0,High,Foggy,43.13
2.15,4.26,4.0,13,0,Medium,Clear,10.29
10.0,17.97,1.0,21,0,Medium,Clear,32.88
16.55,31.81,1.0,22,0,Medium,Clear,55.43
1.08,4.54,2.0,12,0,High,Cloudy,8.92
16.11,25.25,2.0,11,0,Low,Clear,39.12
7.2,17.11,1.0,2,1,Medium,Clear,30.02
1.09,6.64,2.0,17,0,High,Cloudy,13.41
4.46,10.58,1.0,20,1,Medium,Clear,21.26
1.4,1.68,1.0,12,0,Very High,Rainy,10.94
9.64,17.5,2.0,14,0,Medium,Clear,31.75
11.38,21.57,1.0,9,0,Medium,Clear,40.12
0.89,6.12,1.0,0,0,Medium,Clear,8.6
5.64,12.36,1.0,5,0,High,Cloudy,28.8
13.48,20.78,1.0,8,0,Low,Clear,36.7
5.76,7.95,1.0,14,1,Low,Cloudy,16.48
6.14,8.59,2.0,22,0,Medium,Clear,21.85
4.01,8.74,1.0,13,0,Low,Cloudy,12.47
15.08,24.75,1.0,10,0,Low,Clear,40.35
5.43,10.58,1.0,6,0,Low,Clear,16.05
5.11,11.71,2.0,23,1,Medium,Clear,23.08
5.39,9.92,1.0,1,0,High,Cloudy,26.57
15.01,34.55,1.0,13,1,High,Cloudy,64.9
14.27,21.75,1.0,5,0,Low,Rainy,42.46
4.13,10.28,2.0,4,1,Medium,Foggy,19.74
3.24,7.93,2.0,4,0,High,Cloudy,20.48
5.42,9.22,2.0,18,1,Low,Clear,17.98
6.8,18.44,4.0,18,1,Very High,Rainy,48.88
2.18,4.62,1.0,5,0,Medium,Rainy,14.56
12.64,31.92,2.0,9,0,High,Rainy,64.95
5.33,6.76,1.0,22,1,Medium,Clear,20.08
3.25,7.15,1.0,13,1,Low,Rainy,12.97
0.9,1.27,2.0,16,0,Medium,Rainy,8.43
2.18,2.26,1.0,2,0,High,Cloudy,14.08
2.91,8.04,3.0,9,0,Medium,Rainy,19.0
1.48,1.26,1.0,2,0,Low,Cloudy,10.12
4.94,9.86,1.0,4,0,Medium,Rainy,23.27
2.93,10.58,5.0,18,0,Medium,Rainy,18.66
0.5,1.0,1.0,9,1,Medium,Foggy,8.73
3.12,2.53,2.0,15,1,Low,Foggy,7.88
6.28,13.8,3.0,0,0,Medium,Cloudy,25.96
6.42,14.82,1.0,5,1,High,Clear,31.05
3.53,12.26,1.0,8,0,Very High,Clear,30.61
4.74,10.58,3.0,4,0,High,Foggy,29.0
3.79,10.24,1.0,9,0,Medium,Clear,19.69
2.39,2.5,1.0,1,0,Low,Cloudy,11.04
2.23,5.35,1.0,4,0,Low,Clear,9.4
4.9,11.11,3.0,0,0,Medium,Cloudy,20.98
11.4,17.23,1.0,9,1,Low,Rainy,35.02
1.85,2.91,4.0,21,1,Low,Clear,4.68
9.88,15.46,6.0,8,1,Low,Rainy,32.99
0.5,10.58,3.0,2,1,Medium,Cloudy,8.87
4.34,5.73,2.0,14,1,Low,Cloudy,11.91
11.96,10.58,1.0,3,1,Medium,Clear,43.51
3.31,6.93,1.0,12,0,High,Rainy,20.09
6.64,12.4,2.0,5,1,Low,Clear,20.2
1.84,1.0,1.0,19,0,Low,Clear,8.92
10.84,15.27,1.0,16,1,Low,Cloudy,30.09
0.5,10.58,2.0,22,0,Medium,Foggy,7.26
15.31,35.14,1.0,4,1,High,Cloudy,70.49
1.77,3.25,3.0,14,1,Low,Rainy,7.0
16.6,28.43,1.0,7,1,Medium,Cloudy,56.93
3.48,10.14,1.0,4,1,High,Clear,22.25
10.26,21.01,1.0,23,0,Medium,Clear,37.06
3.08,8.51,5.0,12,0,High,Clear,18.03
1.08,1.0,1.0,0,0,Low,Cloudy,7.06
1.57,2.29,1.0,6,0,Medium,Clear,7.08
5.43,12.75,4.0,21,0,High,Clear,31.16
0.68,3.27,1.0,4,0,Very High,Snowy,17.06
1.75,3.91,1.0,13,1,High,Cloudy,12.42
3.78,9.36,1.0,16,0,High,Cloudy,20.79
6.3,12.35,2.0,17,0,Medium,Clear,26.63
2.51,1.17,1.0,6,0,Medium,Clear,9.54
9.7,15.52,2.0,21,0,Low,Cloudy,27.5
8.6,21.08,1.0,17,0,High,Cloudy,43.31
2.46,2.64,1.0,19,0,Medium,Foggy,13.94
8.92,15.3,2.0,6,0,Medium,Rainy,33.7
0.5,1.0,1.0,7,0,High,Clear,9.5
0.97,2.11,1.0,12,1,Low,Rainy,5.42
0.5,2.07,2.0,17,0,Low,Cloudy,4.89
12.36,25.78,1.0,8,0,Medium,Clear,45.66
5.7,8.83,1.0,22,0,Low,Clear,16.1
2.85,6.09,2.0,0,0,Medium,Clear,15.35
1.31,1.0,2.0,21,0,Low,Clear,6.88
2.68,2.96,3.0,7,0,Low,Cloudy,11.24
3.77,4.56,2.0,20,1,Medium,Rainy,17.84
11.29,19.35,4.0,11,0,Medium,Clear,38.22
6.21,12.67,1.0,1,0,Medium,Cloudy,26.64
0.65,3.02,1.0,14,0,High,Cloudy,7.28
0.5,2.76,3.0,20,0,High,Clear,9.97
0.86,2.1,1.0,23,1,Medium,Rainy,7.82
4.23,8.98,1.0,17,0,Medium,Cloudy,19.99
8.12,12.65,4.0,14,0,Medium,Rainy,29.81
12.95,23.86,1.0,19,0,Medium,Cloudy,45.53
5.02,10.61,1.0,19,0,Medium,Clear,21.46
3.59,4.49,2.0,8,0,Low,Rainy,13.08
0.92,1.0,1.0,2,1,Low,Cloudy,3.89
16.7,29.93,5.0,19,0,Medium,Rainy,63.67
12.23,21.06,1.0,18,0,Medium,Clear,41.79
1.47,1.0,2.0,17,0,Medium,Clear,10.65
5.74,20.81,1.0,19,1,Very High,Rainy,46.29
5.35,12.5,3.0,7,1,Medium,Clear,22.11
7.85,14.3,4.0,0,1,High,Cloudy,35.5
6.94,8.8,3.0,23,1,Low,Cloudy,19.89
6.22,14.75,1.0,14,0,Very High,Clear,36.16
0.5,5.93,4.0,18,1,High,Clear,9.73
0.52,1.0,2.0,9,1,Medium,Clear,5.13
1.66,3.21,4.0,11,0,Low,Cloudy,5.73
0.5,1.0,2.0,5,0,Low,Foggy,7.62
10.88,22.96,1.0,12,1,High,Clear,45.38
10.28,17.51,2.0,3,1,Low,Rainy,31.32
1.17,3.5,1.0,12,1,Medium,Clear,7.3
14.47,27.01,2.0,16,1,Medium,Rainy,52.45
1.35,6.79,1.0,0,1,Low,Clear,9.38
2.87,7.14,1.0,4,0,High,Clear,17.08
2.29,4.41,1.0,23,0,High,Cloudy,15.71
3.73,10.82,4.0,16,0,Medium,Cloudy,20.0
2.35,5.21,4.0,17,0,Medium,Clear,12.07
5.37,15.74,3.0,6,0,High,Clear,28.35
4.19,7.78,2.0,15,0,Medium,Clear,14.83
0.5,1.0,1.0,11,1,Medium,Foggy,4.95
1.23,4.01,4.0,13,0,Low,Clear,4.51
0.5,1.0,4.0,18,1,Very High,Cloudy,10.78
7.86,15.24,2.0,10,1,Medium,Clear,26.52
0.5,10.58,4.0,11,0,Medium,Clear,7.16
