trip_distance,trip_duration,passenger_count,pickup_hour,is_weekend,fare_amount,traffic_condition_High,traffic_condition_Low,traffic_condition_Medium,traffic_condition_Very High,weather_condition_Clear,weather_condition_Cloudy,weather_condition_Foggy,weather_condition_Rainy,weather_condition_Snowy
17.02,28.61,2.0,19,1,45.21,0,1,0,0,0,1,0,0,0
0.5,4.03,1.0,8,0,10.01,1,0,0,0,0,0,1,0,0
2.38,6.67,1.0,7,1,20.22,1,0,0,0,0,0,0,1,0
5.0,5.99,1.0,13,0,13.62,0,1,0,0,1,0,0,0,0
2.06,6.34,1.0,18,0,20.46,1,0,0,0,0,0,0,0,1
10.9,23.09,1.0,18,0,40.24,0,0,1,0,1,0,0,0,0
20.13,36.71,5.0,7,1,71.18,0,0,1,0,0,1,0,0,0
4.41,10.58,4.0,1,0,19.71,0,0,1,0,1,0,0,0,0
3.35,5.87,1.0,3,1,16.87,0,0,1,0,0,0,1,0,0
4.71,8.2,3.0,2,0,19.31,0,0,1,0,1,0,0,0,0
5.37,10.33,1.0,2,0,19.81,0,0,1,0,1,0,0,0,0
3.47,6.23,1.0,18,1,18.43,1,0,0,0,1,0,0,0,0
19.22,26.67,1.0,10,1,45.65,0,1,0,0,1,0,0,0,0
6.73,13.87,1.0,9,0,34.17,1,0,0,0,1,0,0,0,0
11.49,27.37,2.0,11,1,54.36,1,0,0,0,0,0,1,0,0
13.36,22.12,6.0,13,0,44.36,0,0,1,0,1,0,0,0,0
3.35,1.0,1.0,17,1,11.85,0,1,0,0,0,1,0,0,0
4.55,13.32,2.0,23,1,26.32,1,0,0,0,1,0,0,0,0
15.1,26.29,1.0,8,0,54.48,0,0,1,0,0,0,0,1,0
3.61,5.03,4.0,14,1,9.66,0,1,0,0,0,1,0,0,0
12.64,31.23,4.0,23,0,60.53,1,0,0,0,1,0,0,0,0
7.81,11.76,4.0,22,0,27.8,0,0,1,0,0,0,0,1,0
10.83,19.04,1.0,10,0,38.77,0,0,1,0,0,0,1,0,0
13.08,32.33,1.0,9,0,63.17,1,0,0,0,1,0,0,0,0
14.92,27.93,2.0,17,0,53.29,0,0,1,0,0,1,0,0,0
4.02,6.01,1.0,3,0,16.06,0,1,0,0,0,0,0,0,1
0.5,1.0,1.0,12,0,3.06,0,0,1,0,0,0,0,1,0
4.11,8.83,2.0,5,0,19.96,0,0,1,0,0,0,0,1,0
8.96,23.7,1.0,20,0,44.2,1,0,0,0,0,1,0,0,0
4.79,14.95,1.0,12,1,21.43,0,0,1,0,0,0,0,1,0
11.06,20.44,1.0,19,0,42.45,0,0,1,0,0,0,0,1,0
3.53,8.35,1.0,4,1,15.36,0,1,0,0,1,0,0,0,0
8.06,20.74,1.0,19,0,42.81,1,0,0,0,0,1,0,0,0
1.65,10.58,1.0,13,0,11.12,0,0,1,0,0,0,0,1,0
11.07,16.34,3.0,12,0,33.59,0,0,1,0,1,0,0,0,0
6.31,17.23,4.0,13,0,38.02,0,0,0,1,1,0,0,0,0
1.83,3.58,1.0,7,0,12.81,1,0,0,0,1,0,0,0,0
2.76,5.89,1.0,15,0,12.26,0,0,1,0,0,0,0,1,0
11.05,25.3,2.0,12,0,54.8,1,0,0,0,0,0,0,1,0
5.27,13.89,5.0,23,0,38.08,0,0,0,1,0,1,0,0,0
1.95,8.59,1.0,14,1,16.0,1,0,0,0,0,0,0,1,0
10.05,19.32,1.0,0,0,50.24,1,0,0,0,0,0,0,1,0
4.46,9.62,1.0,1,0,20.74,0,0,1,0,0,0,0,1,0
5.16,12.34,5.0,17,1,23.56,0,0,1,0,1,0,0,0,0
18.26,33.4,1.0,18,0,59.35,0,0,1,0,1,0,0,0,0
5.96,13.43,5.0,7,0,29.85,1,0,0,0,1,0,0,0,0
9.83,14.93,1.0,2,0,30.14,0,1,0,0,0,1,0,0,0
2.32,4.8,1.0,22,0,11.28,0,1,0,0,0,0,0,1,0
4.74,5.82,3.0,13,0,16.4,0,0,1,0,0,1,0,0,0
1.05,1.0,2.0,8,1,9.38,0,0,1,0,1,0,0,0,0
1.85,5.98,2.0,7,0,13.84,0,0,1,0,0,0,0,0,1
0.5,1.0,1.0,16,0,7.26,0,0,0,1,1,0,0,0,0
0.5,5.41,3.0,22,0,13.96,1,0,0,0,0,0,0,0,1
2.22,2.96,1.0,23,0,8.71,0,1,0,0,0,1,0,0,0
8.71,17.07,2.0,15,0,28.53,0,0,1,0,1,0,0,0,0
14.62,29.73,4.0,9,0,66.81,1,0,0,0,0,1,0,0,0
6.4,17.73,2.0,20,0,31.36,0,0,1,0,0,0,0,1,0
1.33,1.21,3.0,9,0,8.72,0,1,0,0,1,0,0,0,0
10.42,13.95,4.0,23,0,28.65,0,1,0,0,1,0,0,0,0
7.34,11.43,3.0,5,0,29.38,0,0,1,0,0,0,0,1,0
10.51,20.43,2.0,21,0,37.27,0,0,1,0,0,1,0,0,0
11.75,27.9,5.0,16,0,53.85,1,0,0,0,1,0,0,0,0
6.82,10.04,3.0,14,1,26.45,0,0,1,0,0,0,1,0,0
3.34,9.88,1.0,21,1,17.24,1,0,0,0,1,0,0,0,0
8.36,22.51,1.0,13,1,46.06,0,0,0,1,1,0,0,0,0
0.57,1.0,2.0,3,1,7.32,1,0,0,0,0,1,0,0,0
18.22,10.58,2.0,3,1,80.42,1,0,0,0,1,0,0,0,0
1.02,2.1,1.0,1,1,12.98,0,0,0,1,1,0,0,0,0
3.18,9.86,1.0,10,1,15.08,0,0,1,0,0,0,1,0,0
13.53,19.25,1.0,3,1,41.78,0,1,0,0,0,0,0,0,1
7.28,20.13,3.0,20,0,45.83,0,0,0,1,1,0,0,0,0
4.0,7.94,4.0,20,0,20.14,0,0,1,0,0,0,0,1,0
5.13,10.79,4.0,15,1,23.21,1,0,0,0,1,0,0,0,0
15.42,36.73,1.0,20,0,71.89,1,0,0,0,1,0,0,0,0
3.32,4.19,1.0,3,1,15.89,0,0,1,0,1,0,0,0,0
16.3,30.08,1.0,0,0,55.7,0,0,1,0,1,0,0,0,0
0.74,2.2,1.0,23,0,7.89,0,0,1,0,0,1,0,0,0
12.0,20.28,2.0,18,0,38.55,0,1,0,0,0,0,0,1,0
15.05,21.4,1.0,1,1,39.86,0,1,0,0,0,1,0,0,0
1.61,1.82,1.0,8,0,10.54,0,0,1,0,0,1,0,0,0
4.5,9.83,1.0,22,1,13.47,0,1,0,0,1,0,0,0,0
1.45,1.62,1.0,12,1,8.26,0,0,1,0,0,0,0,1,0
9.81,14.6,1.0,17,0,25.72,0,1,0,0,1,0,0,0,0
6.13,17.68,1.0,15,0,30.09,1,0,0,0,1,0,0,0,0
8.07,18.9,1.0,15,0,36.85,1,0,0,0,1,0,0,0,0
1.75,2.79,1.0,9,0,9.7,0,0,1,0,1,0,0,0,0
1.9,3.22,1.0,8,0,11.88,0,0,1,0,1,0,0,0,0
0.5,1.0,2.0,10,0,8.39,0,0,0,1,1,0,0,0,0
3.11,5.57,6.0,3,0,12.99,0,1,0,0,0,0,0,1,0
6.56,10.45,1.0,9,1,27.09,0,0,1,0,0,0,1,0,0
15.61,30.83,2.0,2,0,52.11,0,0,1,0,1,0,0,0,0
8.8,10.58,4.0,5,0,31.59,0,0,1,0,0,1,0,0,0
4.57,7.33,1.0,2,0,15.61,0,1,0,0,0,1,0,0,0
10.16,16.15,1.0,2,1,33.11,0,0,1,0,1,0,0,0,0
6.0,12.53,2.0,7,1,24.01,0,0,1,0,1,0,0,0,0
2.4,3.27,1.0,21,1,10.5,0,0,1,0,0,1,0,0,0
0.5,2.84,4.0,7,1,7.35,0,0,1,0,1,0,0,0,0
10.36,14.45,1.0,14,1,25.86,0,1,0,0,1,0,0,0,0
1.03,2.98,4.0,12,0,10.19,1,0,0,0,1,0,0,0,0
2.89,5.17,5.0,6,0,14.95,0,0,1,0,1,0,0,0,0
6.08,9.44,6.0,18,0,17.77,0,1,0,0,1,0,0,0,0
6.65,10.12,3.0,7,0,19.94,0,1,0,0,0,1,0,0,0
7.34,17.0,1.0,9,0,41.32,1,0,0,0,0,1,0,0,0
1.45,2.42,2.0,16,1,8.99,1,0,0,0,0,1,0,0,0
3.82,5.83,1.0,0,0,16.65,0,0,1,0,1,0,0,0,0
7.68,15.03,4.0,12,1,28.34,0,0,1,0,1,0,0,0,0
10.4,18.12,1.0,23,0,32.95,0,0,1,0,1,0,0,0,0
11.49,20.62,1.0,8,0,47.46,0,0,1,0,0,0,0,1,0
7.17,16.55,1.0,9,1,29.03,0,0,1,0,1,0,0,0,0
1.71,7.54,1.0,5,1,9.24,0,1,0,0,0,0,1,0,0
8.79,15.96,2.0,4,0,24.94,0,1,0,0,0,1,0,0,0
7.81,20.82,2.0,1,1,40.22,1,0,0,0,0,1,0,0,0
7.38,12.7,2.0,10,1,23.47,0,1,0,0,0,0,0,1,0
5.38,9.67,4.0,8,0,25.43,0,0,1,0,1,0,0,0,0
6.02,10.2,1.0,5,0,31.61,1,0,0,0,0,0,0,1,0
3.26,4.06,1.0,7,0,15.85,0,0,1,0,0,1,0,0,0
5.86,12.27,2.0,8,0,31.73,1,0,0,0,0,0,0,1,0
1.76,10.58,2.0,8,1,10.43,0,0,1,0,0,1,0,0,0
13.09,25.06,1.0,7,0,45.44,0,0,1,0,1,0,0,0,0
1.64,2.49,1.0,11,0,10.34,1,0,0,0,1,0,0,0,0
0.71,1.0,1.0,7,0,10.15,1,0,0,0,0,0,1,0,0
4.59,13.24,1.0,2,1,21.18,0,0,1,0,1,0,0,0,0
8.59,21.04,1.0,12,1,40.1,1,0,0,0,0,1,0,0,0
4.61,12.54,1.0,18,0,26.61,1,0,0,0,1,0,0,0,0
2.59,4.95,1.0,1,0,15.76,1,0,0,0,1,0,0,0,0
6.53,11.97,1.0,16,0,21.43,0,0,1,0,1,0,0,0,0
3.41,5.71,3.0,15,1,11.51,0,0,1,0,1,0,0,0,0
5.58,5.96,1.0,13,1,14.78,0,1,0,0,0,1,0,0,0
3.18,7.31,5.0,1,0,22.63,1,0,0,0,0,1,0,0,0
10.69,20.77,1.0,12,0,35.94,0,0,1,0,1,0,0,0,0
0.5,1.0,6.0,20,0,10.5,0,0,1,0,0,0,0,1,0
5.15,11.65,1.0,19,0,21.91,0,0,1,0,0,1,0,0,0
3.28,2.68,4.0,16,0,13.54,0,0,1,0,1,0,0,0,0
0.5,1.0,1.0,19,0,8.02,0,0,1,0,0,0,0,1,0
6.44,9.81,5.0,4,0,27.84,0,0,1,0,0,0,0,1,0
10.8,15.3,5.0,6,1,31.48,0,1,0,0,0,0,1,0,0
5.31,11.05,1.0,17,0,28.07,1,0,0,0,1,0,0,0,0
0.71,2.5,5.0,23,0,9.47,1,0,0,0,0,0,0,0,1
5.84,11.18,2.0,17,0,24.04,0,0,1,0,1,0,0,0,0
7.62,11.45,1.0,4,0,26.81,0,0,1,0,0,1,0,0,0
2.16,5.88,1.0,12,1,15.44,0,0,0,1,1,0,0,0,0
5.29,7.97,3.0,17,0,16.85,0,1,0,0,0,1,0,0,0
4.49,9.2,1.0,1,0,18.44,0,1,0,0,0,0,1,0,0
0.62,1.33,1.0,19,0,7.29,0,1,0,0,0,0,1,0,0
0.9,2.86,1.0,3,0,10.97,1,0,0,0,0,1,0,0,0
2.19,1.79,2.0,23,1,12.03,0,0,1,0,0,0,0,0,1
1.73,1.82,1.0,15,0,7.46,0,1,0,0,0,1,0,0,0
5.62,8.27,3.0,5,0,23.76,0,0,1,0,0,0,1,0,0
11.71,20.78,1.0,7,1,33.77,0,1,0,0,0,0,1,0,0
0.51,4.11,1.0,15,1,6.54,0,1,0,0,1,0,0,0,0
6.88,19.05,1.0,12,0,32.37,1,0,0,0,1,0,0,0,0
1.02,3.47,2.0,22,0,11.36,1,0,0,0,1,0,0,0,0
0.5,2.19,1.0,3,0,15.34,0,0,0,1,0,0,0,1,0
0.5,1.0,1.0,1,1,6.85,0,0,1,0,0,0,0,1,0
14.37,28.48,1.0,8,0,52.13,0,0,1,0,0,1,0,0,0
1.0,1.0,4.0,17,1,9.64,1,0,0,0,1,0,0,0,0
0.5,1.0,1.0,16,0,3.96,0,1,0,0,1,0,0,0,0
4.61,6.08,3.0,7,1,17.83,0,1,0,0,0,0,1,0,0
14.86,31.64,1.0,14,0,50.17,0,0,1,0,1,0,0,0,0
2.43,5.9,1.0,8,1,21.05,0,0,0,1,0,1,0,0,0
4.38,9.43,1.0,16,1,24.23,1,0,0,0,0,0,1,0,0
0.5,1.33,1.0,22,0,4.49,0,1,0,0,0,0,0,1,0
4.77,8.95,1.0,1,1,16.29,0,1,0,0,0,1,0,0,0
6.89,10.58,6.0,5,1,37.26,1,0,0,0,0,1,0,0,0
6.77,13.5,1.0,4,1,36.02,1,0,0,0,0,0,0,1,0
3.23,7.32,1.0,16,0,15.79,1,0,0,0,1,0,0,0,0
3.03,4.99,1.0,1,0,9.82,0,1,0,0,0,1,0,0,0
0.9,10.58,1.0,17,1,6.02,0,0,1,0,1,0,0,0,0
3.66,8.59,1.0,9,1,19.19,0,0,1,0,0,0,0,1,0
0.84,4.03,4.0,9,0,17.2,0,0,0,1,0,0,0,0,1
11.64,17.51,1.0,5,1,34.54,0,1,0,0,0,0,1,0,0
16.02,31.81,1.0,12,0,53.76,0,0,1,0,1,0,0,0,0
7.35,9.97,1.0,19,0,21.65,0,1,0,0,1,0,0,0,0
9.65,23.86,1.0,15,0,45.36,1,0,0,0,0,1,0,0,0
2.69,7.45,1.0,9,0,14.13,0,0,1,0,0,0,0,1,0
7.97,13.92,1.0,20,0,29.5,0,0,1,0,1,0,0,0,0
4.87,9.39,1.0,1,0,19.97,0,0,1,0,1,0,0,0,0
5.26,15.36,3.0,1,0,30.74,1,0,0,0,0,1,0,0,0
11.34,27.16,1.0,22,0,54.24,1,0,0,0,1,0,0,0,0
2.65,3.8,2.0,6,1,8.29,0,1,0,0,1,0,0,0,0
3.06,7.51,1.0,5,0,12.09,0,1,0,0,0,1,0,0,0
0.5,1.0,1.0,11,0,4.85,0,0,1,0,0,1,0,0,0
5.32,8.42,1.0,12,1,19.3,0,0,1,0,1,0,0,0,0
7.54,12.35,1.0,18,0,22.18,0,1,0,0,1,0,0,0,0
6.32,18.15,2.0,8,1,42.83,0,0,0,1,1,0,0,0,0
2.3,5.57,2.0,9,1,10.33,0,1,0,0,1,0,0,0,0
3.36,5.37,1.0,16,0,9.94,0,1,0,0,0,0,0,1,0
15.29,28.22,5.0,17,1,52.24,0,0,1,0,1,0,0,0,0
6.55,13.95,3.0,7,0,23.66,0,0,1,0,1,0,0,0,0
5.78,7.91,3.0,6,0,17.67,0,1,0,0,1,0,0,0,0
0.84,2.93,5.0,8,0,14.0,1,0,0,0,1,0,0,0,0
0.5,1.0,1.0,9,0,8.43,0,0,1,0,1,0,0,0,0
3.79,7.08,3.0,14,0,19.46,1,0,0,0,1,0,0,0,0
7.39,21.01,1.0,14,0,48.59,0,0,0,1,0,0,1,0,0
0.66,1.0,1.0,3,0,5.73,0,0,1,0,0,0,1,0,0
9.19,20.13,1.0,3,0,46.95,1,0,0,0,0,0,0,1,0
6.86,12.72,1.0,0,0,25.41,0,0,1,0,1,0,0,0,0
1.08,1.0,3.0,11,1,5.32,0,0,1,0,0,1,0,0,0
6.97,14.82,1.0,1,0,42.28,0,0,0,1,1,0,0,0,0
11.63,22.61,1.0,14,0,39.37,0,0,1,0,0,1,0,0,0
4.17,6.53,3.0,16,0,15.64,0,1,0,0,0,1,0,0,0
16.95,29.04,5.0,6,0,58.79,0,0,1,0,0,1,0,0,0
8.37,13.43,1.0,5,0,23.51,0,1,0,0,1,0,0,0,0
18.36,28.41,1.0,11,0,46.99,0,1,0,0,1,0,0,0,0
7.81,14.04,1.0,18,1,33.08,0,0,1,0,0,0,0,1,0
1.13,6.04,3.0,0,0,10.91,0,0,1,0,0,0,0,1,0
2.96,6.98,1.0,20,0,15.01,0,1,0,0,0,1,0,0,0
1.8,10.58,1.0,13,0,6.87,0,1,0,0,1,0,0,0,0
19.16,35.16,2.0,3,1,70.04,0,0,1,0,0,0,0,1,0
11.43,23.66,1.0,4,1,55.55,1,0,0,0,0,0,1,0,0
9.03,19.38,1.0,0,0,36.82,0,0,1,0,0,1,0,0,0
2.86,7.14,4.0,0,0,18.06,1,0,0,0,1,0,0,0,0
1.63,4.09,4.0,20,1,10.18,0,1,0,0,0,0,0,1,0
11.3,12.68,5.0,5,0,30.31,0,1,0,0,0,1,0,0,0
5.14,13.51,1.0,4,0,31.64,1,0,0,0,0,0,0,1,0
2.05,2.82,4.0,1,0,10.97,0,0,1,0,0,0,0,1,0
7.67,15.55,2.0,20,0,32.29,0,0,1,0,0,0,0,1,0
0.5,2.47,1.0,4,1,10.87,0,0,0,1,0,1,0,0,0
3.16,5.88,2.0,8,1,15.51,0,0,1,0,1,0,0,0,0
5.06,6.2,1.0,18,1,17.59,0,1,0,0,0,1,0,0,0
1.28,4.45,2.0,20,0,15.71,0,0,0,1,1,0,0,0,0
1.88,6.47,3.0,12,0,13.62,1,0,0,0,0,0,0,1,0
1.12,1.0,1.0,11,1,6.79,0,0,1,0,1,0,0,0,0
1.82,3.46,2.0,4,0,12.05,0,0,1,0,1,0,0,0,0
11.72,20.48,1.0,1,0,40.19,0,0,1,0,1,0,0,0,0
4.43,8.62,5.0,3,0,20.41,0,0,1,0,1,0,0,0,0
6.67,13.44,1.0,17,0,36.12,1,0,0,0,0,0,0,1,0
0.5,1.0,1.0,20,1,12.94,0,0,0,1,0,0,0,1,0
0.5,5.34,1.0,9,0,4.78,0,1,0,0,0,0,0,1,0
4.72,12.66,2.0,12,0,21.96,1,0,0,0,1,0,0,0,0
13.57,21.09,1.0,11,0,34.99,0,1,0,0,1,0,0,0,0
17.32,27.01,2.0,1,0,46.24,0,1,0,0,0,0,1,0,0
0.73,2.69,1.0,14,1,8.45,0,0,0,1,1,0,0,0,0
6.18,11.41,2.0,13,1,24.37,0,0,1,0,0,1,0,0,0
19.56,30.85,1.0,9,1,57.6,0,1,0,0,0,0,0,1,0
3.93,5.71,1.0,21,1,17.34,0,0,1,0,1,0,0,0,0
14.16,29.74,5.0,7,0,53.39,0,0,1,0,0,1,0,0,0
1.15,2.4,2.0,14,0,6.66,0,0,1,0,1,0,0,0,0
11.14,29.05,6.0,7,0,54.26,1,0,0,0,1,0,0,0,0
9.03,11.92,2.0,20,0,24.16,0,1,0,0,0,1,0,0,0
3.61,7.85,1.0,21,0,13.15,0,1,0,0,1,0,0,0,0
2.58,3.46,1.0,0,1,17.89,0,0,0,1,0,1,0,0,0
3.23,9.0,1.0,12,1,20.98,0,0,0,1,1,0,0,0,0
9.65,23.02,4.0,7,0,46.86,1,0,0,0,1,0,0,0,0
11.6,21.22,4.0,17,0,41.33,0,0,1,0,1,0,0,0,0
1.83,1.0,1.0,8,0,8.22,0,1,0,0,1,0,0,0,0
12.8,15.5,4.0,12,0,35.37,0,1,0,0,0,0,0,1,0
10.73,22.03,1.0,2,0,39.5,0,0,1,0,1,0,0,0,0
0.53,3.98,1.0,17,0,12.63,1,0,0,0,1,0,0,0,0
3.92,10.07,1.0,9,0,19.15,0,0,1,0,1,0,0,0,0
2.66,4.93,1.0,4,1,12.05,0,0,1,0,0,1,0,0,0
2.9,4.89,1.0,5,0,10.97,0,1,0,0,0,0,0,1,0
8.24,18.69,1.0,23,0,41.26,1,0,0,0,1,0,0,0,0
10.12,17.08,4.0,6,0,33.33,0,0,1,0,1,0,0,0,0
3.79,7.46,2.0,17,0,17.53,0,0,1,0,1,0,0,0,0
12.95,28.68,1.0,13,0,61.87,1,0,0,0,0,0,0,1,0
4.56,9.5,3.0,14,0,16.28,0,0,1,0,0,1,0,0,0
16.29,27.83,1.0,9,0,55.03,0,0,1,0,1,0,0,0,0
1.59,2.5,1.0,20,0,13.67,0,0,1,0,0,0,0,1,0
1.98,4.87,1.0,6,0,12.64,1,0,0,0,0,0,1,0,0
3.16,7.54,2.0,6,0,20.05,0,0,0,1,1,0,0,0,0
11.29,22.64,5.0,10,0,40.28,0,0,1,0,1,0,0,0,0
4.0,6.52,1.0,12,1,13.36,0,1,0,0,1,0,0,0,0
7.5,13.26,1.0,14,1,32.63,1,0,0,0,1,0,0,0,0
4.7,9.72,1.0,17,0,18.21,0,0,1,0,1,0,0,0,0
10.85,10.58,3.0,6,1,42.49,0,0,1,0,0,0,0,1,0
2.07,2.06,1.0,5,0,9.45,0,1,0,0,1,0,0,0,0
0.5,1.0,2.0,22,0,8.17,1,0,0,0,0,1,0,0,0
2.85,4.62,3.0,10,0,15.42,1,0,0,0,0,0,0,1,0
5.14,12.36,1.0,7,0,27.48,1,0,0,0,1,0,0,0,0
1.47,3.85,3.0,19,0,11.65,0,0,1,0,1,0,0,0,0
3.51,8.47,1.0,0,0,18.83,1,0,0,0,0,1,0,0,0
4.09,9.57,1.0,7,1,21.91,0,0,1,0,0,0,0,1,0
0.5,2.1,2.0,7,0,8.62,0,0,1,0,0,0,1,0,0
7.0,12.26,1.0,18,0,37.45,1,0,0,0,0,0,0,1,0
1.32,5.45,2.0,4,0,11.18,1,0,0,0,0,1,0,0,0
7.29,14.41,2.0,2,1,37.05,1,0,0,0,1,0,0,0,0
8.74,14.85,1.0,14,1,40.83,1,0,0,0,0,0,0,1,0
4.35,13.78,3.0,13,1,27.69,1,0,0,0,0,0,1,0,0
9.66,23.05,1.0,20,0,47.52,1,0,0,0,1,0,0,0,0
4.23,6.57,4.0,14,0,15.65,0,0,1,0,1,0,0,0,0
5.62,6.73,2.0,23,0,17.24,0,1,0,0,0,1,0,0,0
0.5,2.42,1.0,16,0,8.41,1,0,0,0,0,0,1,0,0
9.41,27.77,1.0,17,0,60.63,0,0,0,1,1,0,0,0,0
8.66,16.89,2.0,1,1,36.27,0,0,1,0,0,0,0,1,0
0.5,1.0,4.0,11,0,7.82,1,0,0,0,0,0,0,1,0
3.67,4.32,1.0,15,0,16.23,0,0,1,0,0,0,0,1,0
4.37,12.29,1.0,1,1,26.34,1,0,0,0,0,0,1,0,0
5.58,9.38,1.0,13,0,20.38,0,0,1,0,1,0,0,0,0
10.11,22.7,1.0,12,0,43.94,1,0,0,0,1,0,0,0,0
6.98,17.83,2.0,6,0,33.5,1,0,0,0,1,0,0,0,0
12.79,34.49,4.0,9,0,75.13,0,0,0,1,1,0,0,0,0
15.98,24.0,1.0,23,0,43.74,0,1,0,0,1,0,0,0,0
4.88,8.23,1.0,0,0,16.75,0,1,0,0,0,0,0,1,0
5.16,10.65,2.0,20,0,24.6,1,0,0,0,1,0,0,0,0
3.9,11.84,4.0,3,1,33.84,0,0,0,1,0,0,0,1,0
9.56,14.25,1.0,5,0,26.31,0,1,0,0,1,0,0,0,0
0.7,1.0,4.0,1,1,6.07,0,0,1,0,1,0,0,0,0
15.9,31.81,1.0,2,0,52.43,0,0,1,0,1,0,0,0,0
5.24,10.29,5.0,13,0,24.64,1,0,0,0,1,0,0,0,0
0.57,1.41,1.0,7,0,6.7,0,1,0,0,1,0,0,0,0
6.38,7.87,1.0,15,0,17.0,0,1,0,0,0,1,0,0,0
4.32,9.91,1.0,18,0,24.0,1,0,0,0,1,0,0,0,0
16.81,26.5,1.0,17,1,41.99,0,1,0,0,1,0,0,0,0
1.83,3.68,1.0,5,0,15.48,1,0,0,0,1,0,0,0,0
14.01,20.12,1.0,13,1,46.85,0,0,1,0,0,0,1,0,0
6.53,12.49,1.0,2,0,34.0,1,0,0,0,1,0,0,0,0
0.5,1.0,1.0,15,0,4.19,0,1,0,0,1,0,0,0,0
5.75,10.77,3.0,11,0,22.41,0,0,1,0,0,0,0,1,0
2.75,5.69,1.0,13,0,13.26,1,0,0,0,0,1,0,0,0
5.07,8.25,3.0,18,0,20.42,0,0,1,0,1,0,0,0,0
15.61,23.86,3.0,21,0,40.79,0,1,0,0,0,1,0,0,0
2.91,3.87,1.0,18,0,18.51,1,0,0,0,0,1,0,0,0
1.71,4.48,1.0,8,0,9.62,0,1,0,0,1,0,0,0,0
1.11,3.31,4.0,6,0,13.5,0,0,0,1,1,0,0,0,0
2.83,2.36,3.0,13,0,10.57,0,1,0,0,0,0,0,0,1
12.11,21.87,1.0,4,1,42.7,0,0,1,0,0,1,0,0,0
5.1,7.39,2.0,17,1,15.99,0,1,0,0,1,0,0,0,0
2.06,1.1,1.0,8,0,9.77,0,0,1,0,1,0,0,0,0
1.45,4.06,1.0,20,0,12.3,0,0,1,0,0,0,0,1,0
3.24,10.58,1.0,6,0,15.22,0,0,1,0,1,0,0,0,0
3.36,9.69,5.0,3,0,22.03,1,0,0,0,1,0,0,0,0
5.31,6.2,2.0,11,0,20.57,0,0,1,0,0,0,0,0,1
1.58,3.07,1.0,5,0,11.06,0,0,1,0,1,0,0,0,0
4.93,10.52,1.0,7,1,16.19,0,1,0,0,1,0,0,0,0
9.89,28.68,1.0,20,0,63.83,0,0,0,1,0,0,0,1,0
0.5,1.0,2.0,2,0,7.67,1,0,0,0,0,1,0,0,0
0.81,4.19,1.0,1,1,8.04,0,0,1,0,1,0,0,0,0
10.2,20.03,5.0,23,1,37.55,0,0,1,0,0,1,0,0,0
2.65,7.32,5.0,22,0,18.33,1,0,0,0,0,1,0,0,0
1.63,6.03,2.0,8,1,13.44,0,0,1,0,1,0,0,0,0
0.5,3.07,2.0,7,0,9.4,1,0,0,0,0,1,0,0,0
0.5,3.19,1.0,3,0,5.35,0,0,1,0,1,0,0,0,0
11.91,17.61,1.0,1,0,34.14,0,1,0,0,0,0,0,1,0
1.15,1.0,4.0,13,0,5.1,0,0,1,0,1,0,0,0,0
5.04,11.93,2.0,1,0,28.79,1,0,0,0,0,0,1,0,0
7.45,12.64,1.0,1,0,27.72,0,0,1,0,1,0,0,0,0
4.47,9.96,2.0,21,1,15.92,0,0,1,0,1,0,0,0,0
0.5,1.0,5.0,6,0,6.3,0,0,1,0,1,0,0,0,0
12.24,24.61,1.0,11,0,43.11,0,0,1,0,1,0,0,0,0
0.5,1.54,1.0,5,0,9.65,1,0,0,0,1,0,0,0,0
11.48,17.93,5.0,17,0,33.13,0,1,0,0,1,0,0,0,0
17.9,34.8,1.0,3,0,68.25,0,0,1,0,0,0,0,1,0
4.54,8.46,1.0,18,0,19.75,0,0,1,0,0,1,0,0,0
6.14,10.85,1.0,12,1,24.04,0,0,1,0,0,1,0,0,0
5.19,17.06,4.0,19,0,42.68,0,0,0,1,1,0,0,0,0
3.94,7.1,3.0,20,0,13.11,0,1,0,0,1,0,0,0,0
17.47,27.58,1.0,22,1,50.33,0,1,0,0,0,0,0,1,0
3.27,6.35,1.0,7,0,15.59,0,0,1,0,1,0,0,0,0
7.64,17.74,1.0,18,0,43.92,1,0,0,0,0,0,0,1,0
5.69,8.29,1.0,15,1,18.14,0,1,0,0,0,0,1,0,0
4.82,3.48,5.0,18,0,18.16,0,1,0,0,0,0,1,0,0
2.61,10.58,1.0,9,0,10.39,0,1,0,0,0,0,1,0,0
1.23,2.71,1.0,15,0,10.99,1,0,0,0,0,0,0,1,0
6.94,16.48,1.0,9,0,34.62,1,0,0,0,1,0,0,0,0
2.66,1.0,1.0,12,1,10.02,0,1,0,0,0,0,0,1,0
2.62,6.74,1.0,8,0,16.46,1,0,0,0,1,0,0,0,0
4.15,5.33,1.0,6,0,11.61,0,1,0,0,0,1,0,0,0
0.5,1.0,2.0,18,0,5.27,0,1,0,0,0,0,0,1,0
6.91,11.12,1.0,3,0,22.98,0,1,0,0,0,0,1,0,0
0.69,1.0,1.0,18,1,9.43,1,0,0,0,1,0,0,0,0
1.34,1.58,2.0,18,1,8.0,0,0,1,0,1,0,0,0,0
4.63,8.99,1.0,11,0,18.17,0,0,1,0,0,0,1,0,0
5.71,9.75,1.0,12,0,20.05,0,0,1,0,0,1,0,0,0
