trip_distance,trip_duration,passenger_count,pickup_hour,is_weekend,traffic_condition,weather_condition,fare_amount,avg_speed_kmh,is_peak_hour,is_night_ride,fare_per_km,duration_per_km,distance_bucket,hour_period
0.87,1.26,4.0,1,0,Low,Clear,6.89,41.43,0,1,7.9195,1.4483,0,0
8.55,10.58,4.0,2,0,High,Clear,39.35,48.49,0,1,4.6023,1.2374,1,0
1.48,1.25,1.0,5,1,Medium,Clear,9.46,71.04,0,1,6.3919,0.8446,0,0
4.82,9.95,1.0,23,1,Low,Rainy,18.9,29.07,0,1,3.9212,2.0643,0,3
9.04,16.74,1.0,17,0,Low,Clear,27.91,32.4,1,0,3.0874,1.8518,1,2
2.87,1.56,1.0,17,0,Medium,Cloudy,12.63,110.38,1,0,4.4007,0.5436,0,2
1.67,3.53,1.0,13,0,Medium,Rainy,11.62,28.39,0,0,6.9581,2.1138,0,2
2.9,5.62,1.0,15,1,Medium,Clear,12.6,30.96,0,0,4.3448,1.9379,0,2
0.78,1.0,4.0,6,0,Medium,Rainy,6.58,46.8,0,0,8.4359,1.2821,0,1
1.24,2.97,1.0,0,0,Medium,Cloudy,8.53,25.05,0,1,6.879,2.3952,0,0
0.88,1.01,1.0,16,0,Medium,Snowy,6.96,52.28,0,0,7.9091,1.1477,0,2
4.4,6.92,2.0,22,0,Low,Rainy,15.4,38.15,0,1,3.5,1.5727,0,3
12.7,30.62,2.0,4,0,Medium,Clear,45.12,24.89,0,1,3.5528,2.411,1,0
1.22,2.46,1.0,0,0,Low,Clear,6.82,29.76,0,1,5.5902,2.0164,0,0
1.12,3.32,3.0,20,0,High,Clear,13.3,20.24,1,0,11.875,2.9643,0,3
8.25,20.82,2.0,16,1,High,Clear,38.11,23.78,0,0,4.6194,2.5236,1,2
1.76,4.45,4.0,9,1,High,Rainy,15.66,23.73,1,0,8.8977,2.5284,0,1
0.82,1.0,4.0,11,0,Medium,Foggy,5.47,49.2,0,0,6.6707,1.2195,0,1
1.46,1.0,1.0,19,0,Medium,Snowy,13.91,87.6,1,0,9.5274,0.6849,0,3
13.78,25.3,3.0,22,1,Medium,Clear,45.17,32.68,0,1,3.2779,1.836,1,3
3.5,1.32,5.0,15,1,Low,Cloudy,9.92,159.09,0,0,2.8343,0.3771,0,2
8.53,27.57,4.0,14,1,Very High,Clear,51.78,18.56,0,0,6.0703,3.2321,1,2
6.16,9.45,1.0,12,0,Low,Clear,16.03,39.11,0,0,2.6023,1.5341,1,2
9.04,19.83,1.0,17,1,Medium,Rainy,38.87,27.35,1,0,4.2998,2.1936,1,2
9.18,12.75,1.0,19,1,Medium,Rainy,34.99,43.2,1,0,3.8115,1.3889,1,3
7.93,21.35,4.0,21,0,High,Foggy,39.97,22.29,0,0,5.0404,2.6923,1,3
2.48,10.58,2.0,13,0,Very High,Cloudy,17.99,14.06,0,0,7.254,4.2661,0,2
0.5,3.94,1.0,17,0,Very High,Cloudy,11.42,7.61,1,0,22.84,7.88,0,2
4.86,9.54,1.0,1,0,Medium,Rainy,19.94,30.57,0,1,4.1029,1.963,0,0
6.74,11.02,1.0,2,0,Low,Rainy,23.39,36.7,0,1,3.4703,1.635,1,0
14.29,25.94,1.0,4,0,Medium,Clear,48.94,33.05,0,1,3.4248,1.8153,1,0
1.43,1.96,2.0,21,0,Medium,Rainy,7.84,43.78,0,0,5.4825,1.3706,0,3
9.42,11.19,1.0,14,1,Low,Clear,26.99,50.51,0,0,2.8652,1.1879,1,2
8.97,12.49,1.0,11,0,Low,Rainy,26.01,43.09,0,0,2.8997,1.3924,1,1
9.28,18.32,1.0,20,1,Medium,Clear,39.22,30.39,1,0,4.2263,1.9741,1,3
2.23,4.2,1.0,15,1,Medium,Rainy,10.93,31.86,0,0,4.9013,1.8834,0,2
12.82,24.53,2.0,10,0,Medium,Snowy,51.26,31.36,0,0,3.9984,1.9134,1,1
0.91,2.76,2.0,5,0,Low,Clear,6.12,19.78,0,1,6.7253,3.033,0,0
12.14,27.75,1.0,9,0,High,Cloudy,58.13,26.25,1,0,4.7883,2.2858,1,1
3.86,7.85,4.0,15,0,Medium,Cloudy,14.23,29.5,0,0,3.6865,2.0337,0,2
7.97,9.1,5.0,2,0,Medium,Rainy,34.68,52.55,0,1,4.3513,1.1418,1,0
4.5,8.22,1.0,1,1,Medium,Clear,17.78,32.85,0,1,3.9511,1.8267,0,0
4.61,12.25,1.0,15,1,High,Rainy,22.96,22.58,0,0,4.9805,2.6573,0,2
2.97,10.56,1.0,18,1,Very High,Rainy,28.72,16.88,1,0,9.67,3.5556,0,3
11.49,16.18,1.0,8,0,Low,Rainy,33.17,42.61,1,0,2.8869,1.4082,1,1
1.54,3.59,2.0,3,0,Low,Clear,8.56,25.74,0,1,5.5584,2.3312,0,0
10.7,28.91,4.0,18,0,High,Clear,51.3,22.21,1,0,4.7944,2.7019,1,3
2.33,1.55,2.0,12,0,Medium,Cloudy,8.88,90.19,0,0,3.8112,0.6652,0,2
0.56,1.73,2.0,17,1,Medium,Snowy,9.98,19.42,1,0,17.8214,3.0893,0,2
2.5,9.14,6.0,14,0,High,Cloudy,17.09,16.41,0,0,6.836,3.656,0,2
19.46,29.6,2.0,3,1,Low,Rainy,53.06,39.45,0,1,2.7266,1.5211,2,0
8.02,15.46,4.0,8,1,High,Foggy,41.5,31.13,1,0,5.1746,1.9277,1,1
10.21,20.86,1.0,3,1,Low,Clear,29.0,29.37,0,1,2.8404,2.0431,1,0
2.38,9.94,1.0,15,0,Very High,Clear,18.74,14.37,0,0,7.8739,4.1765,0,2
10.17,14.8,1.0,20,0,Low,Clear,28.13,41.23,1,0,2.766,1.4553,1,3
0.5,2.8,1.0,14,1,High,Cloudy,7.0,10.71,0,0,14.0,5.6,0,2
3.76,10.58,1.0,23,1,Low,Clear,14.52,21.32,0,1,3.8617,2.8138,0,3
7.88,16.06,2.0,1,0,Medium,Rainy,31.83,29.44,0,1,4.0393,2.0381,1,0
1.26,1.0,1.0,13,0,Medium,Clear,9.11,75.6,0,0,7.2302,0.7937,0,2
13.85,21.42,1.0,2,0,Low,Clear,34.73,38.8,0,1,2.5076,1.5466,1,0
2.14,6.93,1.0,21,1,Medium,Clear,10.51,18.53,0,0,4.9112,3.2383,0,3
8.45,16.85,2.0,22,0,Medium,Cloudy,31.28,30.09,0,1,3.7018,1.9941,1,3
4.16,8.59,1.0,3,0,Medium,Foggy,19.63,29.06,0,1,4.7188,2.0649,0,0
7.25,12.52,5.0,0,0,Medium,Snowy,33.67,34.74,0,1,4.6441,1.7269,1,0
0.91,1.0,1.0,22,0,High,Foggy,10.22,54.6,0,1,11.2308,1.0989,0,3
0.5,1.0,6.0,8,1,Low,Clear,7.06,30.0,1,0,14.12,2.0,0,1
19.22,10.58,1.0,16,0,Low,Cloudy,50.71,109.0,0,0,2.6384,0.5505,2,2
2.51,4.26,2.0,13,0,Medium,Clear,10.82,35.35,0,0,4.3108,1.6972,0,2
13.7,29.17,1.0,16,0,High,Clear,59.59,28.18,0,0,4.3496,2.1292,1,2
1.9,2.39,3.0,9,0,Medium,Clear,8.32,47.7,1,0,4.3789,1.2579,0,1
2.46,4.0,3.0,22,0,High,Clear,15.39,36.9,0,1,6.2561,1.626,0,3
8.7,19.24,1.0,15,0,High,Clear,38.98,27.13,0,0,4.4805,2.2115,1,2
19.8,30.62,1.0,23,0,Low,Rainy,56.39,38.8,0,1,2.848,1.5465,2,3
5.59,8.73,1.0,2,1,Medium,Clear,22.69,38.42,0,1,4.059,1.5617,1,0
12.68,21.04,1.0,11,0,Low,Foggy,36.11,36.16,0,0,2.8478,1.6593,1,1
1.17,3.16,1.0,2,0,Medium,Foggy,9.34,22.22,0,1,7.9829,2.7009,0,0
1.43,1.3,1.0,17,0,Low,Clear,6.05,66.0,1,0,4.2308,0.9091,0,2
2.85,6.76,2.0,6,0,High,Clear,14.53,25.3,0,0,5.0982,2.3719,0,1
0.84,4.61,6.0,18,0,Medium,Cloudy,12.21,10.93,1,0,14.5357,5.4881,0,3
2.54,3.9,2.0,6,0,Medium,Foggy,9.31,39.08,0,0,3.6654,1.5354,0,1
3.8,5.73,1.0,7,0,Medium,Clear,15.23,39.79,1,0,4.0079,1.5079,0,1
0.74,2.45,3.0,20,0,Medium,Cloudy,9.71,18.12,1,0,13.1216,3.3108,0,3
3.35,8.34,5.0,15,1,High,Cloudy,18.57,24.1,0,0,5.5433,2.4896,0,2
7.95,10.27,1.0,18,1,Low,Clear,21.98,46.45,1,0,2.7648,1.2918,1,3
4.31,11.4,4.0,14,0,High,Rainy,26.87,22.68,0,0,6.2343,2.645,0,2
1.46,6.69,5.0,6,1,Very High,Clear,16.25,13.09,0,0,11.1301,4.5822,0,1
13.76,25.55,2.0,22,1,Medium,Rainy,53.35,32.31,0,1,3.8772,1.8568,1,3
2.64,6.52,3.0,10,0,High,Clear,14.24,24.29,0,0,5.3939,2.4697,0,1
0.58,1.0,1.0,9,0,Low,Rainy,6.59,34.8,1,0,11.3621,1.7241,0,1
0.5,1.29,1.0,20,0,Medium,Clear,7.32,23.26,1,0,14.64,2.58,0,3
1.03,3.74,2.0,22,0,High,Snowy,12.77,16.52,0,1,12.3981,3.6311,0,3
6.95,12.8,1.0,8,1,Medium,Rainy,31.15,32.58,1,0,4.482,1.8417,1,1
5.49,10.83,6.0,19,0,Medium,Rainy,26.98,30.42,1,0,4.9144,1.9727,1,3
14.81,26.97,2.0,0,0,Medium,Clear,50.98,32.95,0,1,3.4423,1.8211,1,0
4.72,8.15,4.0,7,0,Medium,Cloudy,21.04,34.75,1,0,4.4576,1.7267,0,1
9.86,21.13,3.0,2,0,High,Clear,42.04,28.0,0,1,4.2637,2.143,1,0
10.53,24.4,2.0,1,0,High,Clear,49.41,25.89,0,1,4.6923,2.3172,1,0
1.53,3.76,3.0,3,0,Medium,Snowy,12.63,24.41,0,1,8.2549,2.4575,0,0
3.59,9.69,1.0,18,0,Very High,Clear,25.77,22.23,1,0,7.1783,2.6992,0,3
8.11,21.57,2.0,10,0,Very High,Cloudy,46.09,22.56,0,0,5.6831,2.6597,1,1
0.59,1.0,2.0,4,0,Low,Clear,5.92,35.4,0,1,10.0339,1.6949,0,0
3.59,7.53,2.0,23,0,Medium,Cloudy,18.84,28.61,0,1,5.2479,2.0975,0,3
6.12,11.73,1.0,9,0,Medium,Clear,24.08,31.3,1,0,3.9346,1.9167,1,1
5.15,8.34,1.0,22,1,Medium,Clear,23.01,37.05,0,1,4.468,1.6194,1,3
13.55,25.11,2.0,7,1,Medium,Clear,48.17,32.38,1,0,3.555,1.8531,1,1
4.53,8.35,5.0,12,1,Low,Foggy,14.29,32.55,0,0,3.1545,1.8433,0,2
12.73,17.71,5.0,4,0,Low,Foggy,35.99,43.13,0,1,2.8272,1.3912,1,0
7.24,14.72,1.0,11,1,Low,Rainy,25.78,29.51,0,0,3.5608,2.0331,1,1
17.41,26.12,1.0,12,0,Low,Clear,42.18,39.99,0,0,2.4227,1.5003,2,2
4.23,9.05,1.0,21,0,Medium,Clear,15.96,28.04,0,0,3.773,2.1395,0,3
7.42,13.95,1.0,7,0,Medium,Cloudy,30.08,31.91,1,0,4.0539,1.8801,1,1
7.95,24.69,3.0,14,1,Very High,Snowy,57.71,19.32,0,0,7.2591,3.1057,1,2
4.32,4.35,4.0,12,1,Low,Clear,12.68,59.59,0,0,2.9352,1.0069,0,2
1.25,6.71,1.0,0,0,Very High,Clear,16.68,11.18,0,1,13.344,5.368,0,0
0.79,1.65,1.0,21,0,Low,Clear,4.87,28.73,0,0,6.1646,2.0886,0,3
0.5,2.25,1.0,5,0,Medium,Clear,8.56,13.33,0,1,17.12,4.5,0,0
16.54,23.33,1.0,10,1,Low,Foggy,42.14,42.54,0,0,2.5478,1.4105,2,1
2.16,5.7,3.0,12,1,High,Snowy,15.73,22.74,0,0,7.2824,2.6389,0,2
1.9,1.0,2.0,20,0,Low,Snowy,9.23,114.0,1,0,4.8579,0.5263,0,3
10.66,32.73,3.0,19,0,Very High,Clear,68.74,19.54,1,0,6.4484,3.0704,1,3
3.09,2.06,2.0,0,0,Low,Cloudy,10.38,90.0,0,1,3.3592,0.6667,0,0
5.64,8.77,1.0,10,1,Low,Cloudy,18.5,38.59,0,0,3.2801,1.555,1,1
1.42,1.89,1.0,10,1,Medium,Clear,6.64,45.08,0,0,4.6761,1.331,0,1
15.95,30.81,3.0,2,1,Medium,Clear,53.22,31.06,0,1,3.3367,1.9317,2,0
4.18,7.93,3.0,18,0,High,Clear,24.75,31.63,1,0,5.9211,1.8971,0,3
11.5,25.4,1.0,11,1,High,Clear,49.77,27.17,0,0,4.3278,2.2087,1,1
1.24,3.07,3.0,5,0,Medium,Foggy,10.36,24.23,0,1,8.3548,2.4758,0,0
0.5,2.99,1.0,22,1,High,Rainy,10.98,10.03,0,1,21.96,5.98,0,3
0.5,2.07,1.0,7,1,Low,Rainy,6.77,14.49,1,0,13.54,4.14,0,1
7.07,13.16,1.0,4,0,Medium,Clear,25.69,32.23,0,1,3.6337,1.8614,1,0
4.86,11.73,1.0,9,1,High,Cloudy,27.82,24.86,1,0,5.7243,2.4136,0,1
5.84,11.19,3.0,21,0,Medium,Clear,18.75,31.31,0,0,3.2106,1.9161,1,3
0.5,1.0,2.0,15,1,High,Cloudy,4.41,30.0,0,0,8.82,2.0,0,2
4.39,10.77,1.0,11,1,High,Cloudy,22.46,24.46,0,0,5.1162,2.4533,0,1
10.13,21.46,1.0,16,0,High,Rainy,50.89,28.32,0,0,5.0237,2.1185,1,2
4.68,8.25,1.0,5,0,Low,Clear,17.13,34.04,0,1,3.6603,1.7628,0,0
10.54,16.08,1.0,8,0,Low,Clear,30.28,39.33,1,0,2.8729,1.5256,1,1
2.12,1.0,1.0,9,1,Low,Foggy,7.51,127.2,1,0,3.5425,0.4717,0,1
7.1,9.61,1.0,13,0,Low,Cloudy,18.17,44.33,0,0,2.5592,1.3535,1,2
1.89,2.33,3.0,13,1,Medium,Clear,8.32,48.67,0,0,4.4021,1.2328,0,2
2.16,5.96,1.0,16,0,Medium,Cloudy,12.06,21.74,0,0,5.5833,2.7593,0,2
7.91,11.54,1.0,15,0,Low,Cloudy,22.19,41.13,0,0,2.8053,1.4589,1,2
14.17,27.76,1.0,3,0,Medium,Rainy,56.45,30.63,0,1,3.9838,1.9591,1,0
4.3,10.58,2.0,1,0,Low,Rainy,13.47,24.39,0,1,3.1326,2.4605,0,0
2.39,6.09,1.0,15,0,Medium,Clear,9.94,23.55,0,0,4.159,2.5481,0,2
8.85,21.39,1.0,2,0,High,Clear,44.32,24.82,0,1,5.0079,2.4169,1,0
4.75,10.69,1.0,22,1,High,Clear,25.23,26.66,0,1,5.3116,2.2505,0,3
5.35,13.29,5.0,10,0,Medium,Clear,22.2,24.15,0,0,4.1495,2.4841,1,1
1.83,8.0,1.0,15,0,High,Clear,14.73,13.73,0,0,8.0492,4.3716,0,2
7.89,18.08,3.0,17,0,Very High,Rainy,53.9,26.18,1,0,6.8314,2.2915,1,2
3.55,11.97,1.0,14,1,Very High,Cloudy,26.32,17.79,0,0,7.4141,3.3718,0,2
5.23,13.18,1.0,11,1,High,Cloudy,27.76,23.81,0,0,5.3078,2.5201,1,1
5.32,4.42,1.0,17,1,Low,Snowy,18.51,72.22,1,0,3.4793,0.8308,1,2
6.67,13.31,3.0,4,0,Medium,Foggy,26.23,30.07,0,1,3.9325,1.9955,1,0
19.89,35.62,4.0,23,0,Medium,Rainy,72.24,33.5,0,1,3.632,1.7908,2,3
12.91,29.1,1.0,7,1,High,Clear,58.06,26.62,1,0,4.4973,2.2541,1,1
4.8,8.14,1.0,2,1,Medium,Clear,21.13,35.38,0,1,4.4021,1.6958,0,0
10.15,13.76,1.0,1,0,Low,Cloudy,27.06,44.26,0,1,2.666,1.3557,1,0
7.06,15.0,2.0,18,1,High,Clear,35.27,28.24,1,0,4.9958,2.1246,1,3
5.42,9.37,1.0,7,1,Medium,Clear,19.39,34.71,1,0,3.5775,1.7288,1,1
1.71,2.26,1.0,1,1,Low,Clear,8.99,45.4,0,1,5.2573,1.3216,0,0
4.99,10.0,2.0,18,1,Medium,Clear,20.28,29.94,1,0,4.0641,2.004,0,3
2.26,7.96,1.0,0,0,Medium,Cloudy,14.44,17.04,0,1,6.3894,3.5221,0,0
19.71,27.67,1.0,21,0,Low,Cloudy,49.56,42.74,0,0,2.5145,1.4039,2,3
3.27,5.16,1.0,12,0,Low,Rainy,12.17,38.02,0,0,3.7217,1.578,0,2
6.09,12.74,1.0,19,1,High,Clear,33.17,28.68,1,0,5.4466,2.092,1,3
7.99,7.47,4.0,16,0,Low,Cloudy,20.33,64.18,0,0,2.5444,0.9349,1,2
6.26,7.92,1.0,2,0,Medium,Snowy,29.76,47.42,0,1,4.754,1.2652,1,0
1.11,1.0,1.0,8,0,Medium,Clear,9.33,66.6,1,0,8.4054,0.9009,0,1
3.77,10.15,3.0,4,1,Medium,Cloudy,18.79,22.29,0,1,4.9841,2.6923,0,0
0.84,2.8,1.0,5,0,Medium,Clear,9.18,18.0,0,1,10.9286,3.3333,0,0
7.8,13.21,1.0,3,0,Low,Clear,22.9,35.43,0,1,2.9359,1.6936,1,0
4.74,10.85,1.0,16,0,Medium,Clear,19.08,26.21,0,0,4.0253,2.289,0,2
12.04,16.91,1.0,20,0,Low,Cloudy,33.47,42.72,1,0,2.7799,1.4045,1,3
1.99,8.34,2.0,20,1,Medium,Cloudy,14.46,14.32,1,0,7.2663,4.191,0,3
1.44,4.77,1.0,20,1,Very High,Clear,19.19,18.11,1,0,13.3264,3.3125,0,3
4.17,11.74,2.0,15,0,Very High,Cloudy,30.35,21.31,0,0,7.2782,2.8153,0,2
9.91,29.58,2.0,21,0,Very High,Clear,59.82,20.1,0,0,6.0363,2.9849,1,3
4.34,10.58,3.0,10,1,Low,Clear,14.97,24.61,0,0,3.4493,2.4378,0,1
5.83,16.34,2.0,1,0,High,Clear,36.4,21.41,0,1,6.2436,2.8027,1,0
0.7,1.0,1.0,16,1,Medium,Clear,5.79,42.0,0,0,8.2714,1.4286,0,2
8.78,18.6,1.0,17,0,High,Clear,42.25,28.32,1,0,4.8121,2.1185,1,2
2.69,1.79,3.0,9,0,Medium,Cloudy,11.97,90.17,1,0,4.4498,0.6654,0,1
7.05,14.89,3.0,5,0,Medium,Rainy,30.58,28.41,0,1,4.3376,2.1121,1,0
0.93,3.66,1.0,20,1,Medium,Rainy,9.0,15.25,1,0,9.6774,3.9355,0,3
1.54,2.95,2.0,4,0,Very High,Clear,15.35,31.32,0,1,9.9675,1.9156,0,0
8.35,19.53,1.0,11,1,High,Foggy,41.63,25.65,0,0,4.9856,2.3389,1,1
2.25,3.68,1.0,5,0,Low,Clear,8.41,36.68,0,1,3.7378,1.6356,0,0
10.11,23.05,1.0,13,1,Medium,Clear,37.11,26.32,0,0,3.6706,2.2799,1,2
12.0,16.75,2.0,22,0,Low,Cloudy,32.97,42.99,0,1,2.7475,1.3958,1,3
8.95,25.16,1.0,15,0,Very High,Cloudy,56.33,21.34,0,0,6.2939,2.8112,1,2
7.63,23.05,1.0,6,1,Very High,Clear,47.14,19.86,0,0,6.1782,3.021,1,1
17.84,32.75,6.0,1,0,Medium,Foggy,64.86,32.68,0,1,3.6357,1.8358,2,0
0.66,1.0,2.0,5,0,High,Cloudy,7.22,39.6,0,1,10.9394,1.5152,0,0
3.21,6.29,1.0,8,1,High,Cloudy,20.19,30.62,1,0,6.2897,1.9595,0,1
2.28,3.89,1.0,6,0,Low,Clear,6.73,35.17,0,0,2.9518,1.7061,0,1
3.95,8.77,5.0,18,1,Medium,Foggy,20.01,27.02,1,0,5.0658,2.2203,0,3
10.55,16.54,4.0,7,0,Low,Clear,32.1,38.27,1,0,3.0427,1.5678,1,1
9.23,11.48,2.0,10,1,Medium,Cloudy,31.53,48.24,0,0,3.416,1.2438,1,1
1.91,1.0,1.0,3,0,Medium,Clear,8.87,114.6,0,1,4.644,0.5236,0,0
2.18,3.09,1.0,15,0,Medium,Rainy,10.0,42.33,0,0,4.5872,1.4174,0,2
2.64,8.1,1.0,17,1,High,Cloudy,17.58,19.56,1,0,6.6591,3.0682,0,2
4.24,8.55,1.0,12,1,High,Clear,18.3,29.75,0,0,4.316,2.0165,0,2
2.14,5.72,1.0,4,1,High,Cloudy,15.4,22.45,0,1,7.1963,2.6729,0,0
0.5,2.13,2.0,1,1,Medium,Cloudy,7.52,14.08,0,1,15.04,4.26,0,0
16.92,32.81,1.0,10,0,Medium,Snowy,65.28,30.94,0,0,3.8582,1.9391,2,1
3.34,3.97,2.0,12,0,Medium,Clear,10.13,50.48,0,0,3.0329,1.1886,0,2
3.31,3.58,1.0,4,0,Medium,Clear,14.19,55.47,0,1,4.287,1.0816,0,0
0.5,7.37,3.0,17,0,Very High,Cloudy,16.74,4.07,1,0,33.48,14.74,0,2
9.12,26.9,1.0,13,1,Very High,Cloudy,53.73,20.34,0,0,5.8914,2.9496,1,2
13.96,24.62,1.0,12,0,Low,Clear,35.47,34.02,0,0,2.5408,1.7636,1,2
1.27,1.29,1.0,6,1,High,Cloudy,9.66,59.07,0,0,7.6063,1.0157,0,1
1.39,5.73,6.0,7,1,High,Rainy,17.12,14.55,1,0,12.3165,4.1223,0,1
12.49,34.64,2.0,17,0,Very High,Clear,74.18,21.63,1,0,5.9392,2.7734,1,2
7.66,14.3,1.0,6,0,Medium,Rainy,30.27,32.14,0,0,3.9517,1.8668,1,1
0.5,1.0,1.0,19,0,High,Clear,8.38,30.0,1,0,16.76,2.0,0,3
7.79,12.85,2.0,16,0,Medium,Clear,25.34,36.37,0,0,3.2529,1.6496,1,2
2.96,2.71,1.0,15,1,Low,Clear,9.15,65.54,0,0,3.0912,0.9155,0,2
3.68,5.44,6.0,10,0,Low,Cloudy,10.73,40.59,0,0,2.9158,1.4783,0,1
11.75,16.45,5.0,18,1,Low,Snowy,36.95,42.86,1,0,3.1447,1.4,1,3
13.33,25.25,2.0,0,1,Medium,Rainy,50.73,31.68,0,1,3.8057,1.8942,1,0
4.09,10.58,5.0,20,0,Medium,Clear,19.55,23.19,1,0,4.78,2.5868,0,3
4.17,8.78,1.0,0,0,High,Cloudy,22.71,28.5,0,1,5.446,2.1055,0,0
11.82,36.96,1.0,8,0,Very High,Clear,74.55,19.19,1,0,6.3071,3.1269,1,1
5.29,9.82,1.0,18,0,Medium,Rainy,26.1,32.32,1,0,4.9338,1.8563,1,3
0.73,1.0,4.0,20,1,Medium,Clear,9.94,43.8,1,0,13.6164,1.3699,0,3
13.97,31.08,1.0,23,0,High,Clear,61.75,26.97,0,1,4.4202,2.2248,1,3
12.54,19.22,1.0,22,0,Low,Clear,35.22,39.15,0,1,2.8086,1.5327,1,3
1.79,2.69,1.0,10,0,High,Cloudy,9.51,39.93,0,0,5.3128,1.5028,0,1
13.08,31.96,1.0,0,0,High,Cloudy,62.02,24.56,0,1,4.7416,2.4434,1,0
2.73,9.46,1.0,7,0,Very High,Clear,25.81,17.32,1,0,9.4542,3.4652,0,1
0.5,1.0,3.0,11,0,High,Cloudy,5.91,30.0,0,0,11.82,2.0,0,1
1.3,2.23,1.0,0,1,Very High,Clear,12.27,34.98,0,1,9.4385,1.7154,0,0
6.17,16.93,1.0,9,0,Very High,Clear,39.15,21.87,1,0,6.3452,2.7439,1,1
6.86,15.97,3.0,3,1,High,Clear,31.73,25.77,0,1,4.6254,2.328,1,0
8.29,19.94,1.0,14,0,High,Foggy,40.65,24.94,0,0,4.9035,2.4053,1,2
0.5,1.64,1.0,18,0,Low,Clear,6.55,18.29,1,0,13.1,3.28,0,3
0.5,1.0,5.0,4,0,Medium,Foggy,8.72,30.0,0,1,17.44,2.0,0,0
1.24,1.15,4.0,4,0,Medium,Foggy,8.44,64.7,0,1,6.8065,0.9274,0,0
0.5,1.97,1.0,17,1,Medium,Cloudy,9.02,15.23,1,0,18.04,3.94,0,2
6.69,11.24,1.0,2,0,Medium,Snowy,30.84,35.71,0,1,4.6099,1.6801,1,0
8.77,21.58,5.0,1,0,High,Clear,44.17,24.38,0,1,5.0365,2.4607,1,0
13.84,35.25,1.0,3,0,High,Foggy,68.49,23.56,0,1,4.9487,2.547,1,0
0.5,1.0,1.0,17,0,Medium,Cloudy,9.74,30.0,1,0,19.48,2.0,0,2
6.25,13.88,4.0,8,0,High,Clear,32.91,27.02,1,0,5.2656,2.2208,1,1
4.92,9.4,5.0,18,1,Very High,Rainy,37.43,31.4,1,0,7.6077,1.9106,0,3
5.53,8.48,2.0,9,1,Medium,Cloudy,22.22,39.13,1,0,4.0181,1.5335,1,1
0.6,1.0,1.0,21,1,Medium,Foggy,4.84,36.0,0,0,8.0667,1.6667,0,3
9.23,18.32,1.0,14,0,Medium,Rainy,35.38,30.23,0,0,3.8332,1.9848,1,2
5.6,19.57,3.0,0,0,Very High,Clear,40.06,17.17,0,1,7.1536,3.4946,1,0
11.59,22.89,2.0,10,1,Medium,Clear,37.17,30.38,0,0,3.2071,1.975,1,1
5.31,17.12,1.0,13,0,Very High,Rainy,38.11,18.61,0,0,7.177,3.2241,1,2
1.29,1.0,1.0,9,1,Medium,Cloudy,9.08,77.4,1,0,7.0388,0.7752,0,1
8.36,10.14,4.0,18,0,Low,Clear,23.09,49.47,1,0,2.762,1.2129,1,3
1.51,1.78,1.0,23,1,Low,Clear,7.55,50.9,0,1,5.0,1.1788,0,3
16.47,29.63,2.0,20,1,Medium,Clear,55.68,33.35,1,0,3.3807,1.799,2,3
7.6,12.53,1.0,15,1,Medium,Cloudy,26.96,36.39,0,0,3.5474,1.6487,1,2
1.37,3.01,1.0,7,0,Medium,Clear,9.86,27.31,1,0,7.1971,2.1971,0,1
5.84,12.6,1.0,22,0,Medium,Cloudy,25.15,27.81,0,1,4.3065,2.1575,1,3
0.61,10.58,2.0,6,1,High,Clear,8.81,3.46,0,0,14.4426,17.3443,0,1
7.89,18.25,1.0,18,1,High,Clear,39.73,25.94,1,0,5.0355,2.3131,1,3
2.34,5.64,1.0,6,0,High,Foggy,13.65,24.89,0,0,5.8333,2.4103,0,1
13.02,36.17,3.0,14,0,Very High,Cloudy,75.34,21.6,0,0,5.7865,2.778,1,2
13.62,28.07,1.0,7,0,Medium,Clear,47.94,29.11,1,0,3.5198,2.0609,1,1
5.58,13.03,1.0,0,0,Medium,Clear,24.57,25.69,0,1,4.4032,2.3351,1,0
4.86,8.42,1.0,12,0,Medium,Cloudy,17.89,34.63,0,0,3.6811,1.7325,0,2
11.2,22.84,4.0,2,0,Medium,Clear,39.51,29.42,0,1,3.5277,2.0393,1,0
1.14,3.65,1.0,20,0,Very High,Rainy,17.28,18.74,1,0,15.1579,3.2018,0,3
6.33,16.42,3.0,5,1,High,Clear,31.79,23.13,0,1,5.0221,2.594,1,0
6.32,9.24,1.0,18,0,Low,Clear,18.06,41.04,1,0,2.8576,1.462,1,3
0.75,1.88,5.0,14,0,Medium,Cloudy,7.55,23.94,0,0,10.0667,2.5067,0,2
4.33,12.26,4.0,3,0,High,Rainy,25.77,21.19,0,1,5.9515,2.8314,0,0
15.51,25.93,3.0,2,0,Low,Rainy,46.94,35.89,0,1,3.0264,1.6718,2,0
0.84,2.28,1.0,3,0,Medium,Clear,5.69,22.11,0,1,6.7738,2.7143,0,0
0.76,1.0,1.0,4,0,Very High,Rainy,10.05,45.6,0,1,13.2237,1.3158,0,0
2.44,6.24,1.0,17,0,Very High,Cloudy,19.95,23.46,1,0,8.1762,2.5574,0,2
16.62,32.94,2.0,9,1,Medium,Clear,54.15,30.27,1,0,3.2581,1.9819,2,1
1.1,1.0,1.0,7,1,Low,Foggy,9.65,66.0,1,0,8.7727,0.9091,0,1
10.18,20.67,2.0,11,1,Medium,Rainy,39.43,29.55,0,0,3.8733,2.0305,1,1
